X,Y
-13195889.085,4036086.8372
-13195880.2556,4036096.6318
-13196098.4005,4036089.148
-13196200.3909,4036104.5242
-13196147.8599,4036153.1855
-13196132.992,4036051.1419
-13196116.6189,4035965.0448
-13196057.6483,4035941.3872
-13205188.7393,4034790.8559
-13205153.2968,4034782.7806
-13196396.6698,4035733.4488
-13196391.4992,4035765.9221
-13196776.0245,4036494.542
-13196772.2393,4036453.2686
-13196766.924,4036416.6361
-13196750.2019,4036378.8721
-13196705.2185,4036385.7391
-13196713.5414,4036434.0771
-13196692.8157,4036431.7206
-13196693.3468,4036492.7612
-13196724.7876,4036481.3636
-13195819.5732,4036259.6353
-13195831.3668,4036304.2739
-13195843.4832,4036343.7966
-13195861.983,4036371.7229
-13195883.6928,4036401.4074
-13195829.5643,4035806.571
-13195848.8571,4035825.1906
-13195870.3523,4035841.123
-13195888.2829,4035863.7706
-13195811.0109,4035792.1647
-13195791.8953,4035775.1197
-13195676.4095,4035647.6884
-13195689.75,4035669.473
-13195702.0215,4035684.1154
-13195718.4251,4035701.5454
-13195736.4377,4035718.0523
-13195752.5938,4035740.2846
-13195774.9541,4035756.6106
-13195681.4385,4035568.2215
-13195688.27,4035545.6372
-13195694.5561,4035523.8217
-13195702.2533,4035502.7119
-13195710.836,4035473.2723
-13195719.6266,4035446.8227
-13196586.7318,4036279.0396
-13196573.8675,4036236.1064
-13196523.5099,4036129.62
-13196506.9309,4036115.8097
-13198215.3326,4034920.0501
-13198296.309,4034840.3915
-13206031.1564,4033824.6929
-13195809.5558,4036716.9748
-13195833.6761,4036762.901
-13195865.6181,4036772.0028
-13206084.4525,4033812.8855
-13206047.8472,4033817.0547
-13206066.6781,4033820.1476
-13198132.6026375,4035000.51432673
-13198158.1439979,4035003.24674602
-13198235.816,4034915.7448
-13197174.382,4035138.4037
-13197178.9372,4035158.9571
-13197312.2198,4035274.9794
-13197325.2823,4035345.7623
-13197306.9668,4035223.3153
-13195375.3748,4036340.7683
-13195385.6981,4036382.7848
-13195406.1133,4036382.8767
-13195447.7234,4036356.804
-13195479.9561,4036367.0759
-13198222.1112,4034434.5629
-13198199.5922,4034420.4599
-13198181.0088,4034403.8296
-13198135.1699,4034342.801
-13198235.3798,4034471.6638
-13198167.1886,4034433.0731
-13198154.485,4034417.8124
-13198145.0298,4034395.8971
-13198112.2472,4034332.2982
-13196632.5766,4036339.6046
-13196690.6851,4036250.6561
-13196650.8986,4036259.8257
-13196668.7497,4036212.0712
-13196644.2192,4036228.187
-13194354.3342,4034515.2666
-13194355.0426,4034504.8386
-13194361.6018,4034489.0791
-13194365.7421,4034477.424
-13194369.9072,4034463.2578
-13194377.0529,4034451.0461
-13194385.0457,4034418.3923
-13194390.1811,4034406.9634
-13194393.5322,4034384.9787
-13194397.2321,4034365.9741
-13194405.7997,4034349.677
-13194405.5577,4034336.6908
-13194408.6312,4034322.0113
-13194393.295,4034315.3772
-13194410.5795,4034302.5561
-13194426.2364,4034494.0502
-13194427.3791,4034482.0171
-13194429.6533,4034466.7289
-13194431.5351,4034450.3921
-13194436.8106,4034438.4077
-13194441.0165,4034422.3875
-13194440.4573,4034408.7012
-13194464.404,4034409.3586
-13194452.5644,4034394.4082
-13194454.096,4034379.1174
-13194455.5304,4034366.0743
-13194472.8643,4034367.1207
-13194456.6533,4034354.0125
-13194465.95,4034335.5782
-13194467.8972,4034312.4212
-13194466.8215,4034293.4442
-13194470.4965,4034276.9679
-13194488.4967,4034279.6333
-13194475.9664,4034265.6177
-13194466.283,4034247.4306
-13194486.5308,4034246.7084
-13194484.3712,4034236.8546
-13194468.5085,4034232.3244
-13198183.6242,4034821.26
-13197120.6867,4035296.4236
-13197135.1879,4035325.4659
-13197121.7698,4035267.309
-13197317.2883,4035300.7011
-13197329.583,4035387.7909
-13194507.6949,4033726.1836
-13194432.6395,4033745.0424
-13194453.3374,4033695.4375
-13194458.4168,4033678.8219
-13194468.8905,4033664.264
-13194473.3986,4033642.3775
-13194497.1264,4033656.5148
-13194490.1238,4033635.15
-13194508.4128,4033608.917
-13194447.1689,4033554.74
-13194427.4421,4033483.143
-13194498.6285,4033760.7671
-13194471.0236,4033755.4885
-13194451.6544,4033751.6448
-13194416.0312,4033728.0329
-13194423.0611,4033746.4603
-13194413.312,4033627.5848
-13194458.09,4033595.4694
-13194470.6528,4033565.8875
-13194468.9152,4033581.8388
-13194443.0762,4033527.2002
-13194447.6617,4033498.9457
-13194412.0361,4033496.7964
-13194428.6868,4033445.3846
-13194407.9739,4033442.5188
-13195832.8126,4036935.6263
-13198247.7643,4034810.3896
-13198241.3204,4034849.7675
-13198220.4062,4034864.6773
-13198198.1323,4034873.9334
-13198170.981,4034868.8272
-13198155.4775,4034851.2265
-13198122.7765,4034890.8043
-13198133.7909,4034912.3897
-13198168.129,4034910.8757
-13198189.5835,4034918.4785
-13198267.5392,4034892.4758
-13198288.4521,4034860.0448
-13198222.1393,4034806.2513
-13198205.1147,4034814.9193
-13193489.0439,4033582.8458
-13193448.2755,4033672.5024
-13193413.491,4033740.8132
-13193417.5301,4033757.1599
-13193373.5828,4033780.9864
-13193360.0702,4033778.0797
-13193227.091,4033746.5506
-13193219.0541,4033765.7257
-13193217.095,4033794.5433
-13193271.0582,4033850.1799
-13197171.6809,4035245.8213
-13197179.0295,4035216.4832
-13197180.3961,4035192.1353
-13197114.6316,4035234.8808
-13197281.4306,4035232.5883
-13197267.8771,4035341.7086
-13197312.071,4035417.0164
-13196391.821,4035798.2602
-13196397.2971,4035827.7142
-13196405.0315,4035858.5757
-13196418.9376,4035893.9309
-13196409.5106,4035877.239
-13206361.7183,4033762.3837
-13194631.6915,4034744.2845
-13194643.372,4034661.3672
-13194640.9991,4034682.3452
-13194638.1304,4034701.9346
-13194636.944,4034716.5491
-13194629.8259,4034731.637
-13193605.3614,4033404.5359
-13193466.9059,4033621.5319
-13193435.6174,4033711.1013
-13193395.2472,4033783.5292
-13193223.7018,4033842.5271
-13193241.5804,4033850.4763
-13193245.5066,4033902.8479
-13193253.7752,4033884.094
-13193226.2197,4033932.594
-13206810.6097,4033887.842
-13206861.0306,4033929.663
-13206905.7291,4033966.1588
-13206941.1010011,4033989.79812747
-13206886.6023055,4034006.27294286
-13195493.904,4036409.1895
-13195524.931,4036455.1431
-13195597.7934,4036461.0578
-13195640.993,4036463.9272
-13196455.7418,4035775.4581
-13196446.2675,4035805.4718
-13196453.6695,4035833.3848
-13196456.6929,4035859.5392
-13196469.7894,4035883.8561
-13196485.5568,4035910.3872
-13196503.1764,4035927.6372
-13206345.7118,4033770.1827
-13206329.0228,4033778.3657
-13206293.1685,4033782.6725
-13199590.761,4039442.6593
-13199556.665,4039460.0575
-13199515.4591,4039469.1956
-13199478.1784,4039508.6772
-13199422.7613,4039517.0596
-13199353.4089,4039656.8425
-13199274.0421,4039416.0563
-13199473.1265,4039318.0758
-13199516.0192,4039270.5658
-13199216.8053,4039196.5173
-13206314.3412,4033781.4085
-13206274.6253,4033777.8828
-13206266.4464,4033789.1354
-13197640.2252,4034845.6677
-13197597.8975,4034902.7115
-13197564.8475,4034884.1148
-13197637.4734,4034719.5155
-13197628.6809,4034740.6198
-13197454.1153,4034614.4151
-13199582.5222,4039381.6128
-13199540.778,4039388.4647
-13199490.8005,4039414.8451
-13199440.4399,4039447.6813
-13199390.8823,4039472.5336
-13199333.3678,4039476.0461
-13199312.9715,4039524.4939
-13199350.6461,4039420.637
-13199469.2503,4039375.4686
-13199522.9005,4039340.1008
-13199556.4611,4039310.7549
-13199521.9183,4039136.5635
-13199558.4096,4039131.9537
-13199464.4367,4039121.2805
-13199406.747,4039130.1345
-13199335.3487,4039153.9145
-13199274.613,4039155.872
-13199141.9448,4039140.1127
-13199125.3464,4039243.435
-13199064.2104,4039249.7749
-13198982.6929,4039245.0936
-13198929.18,4039321.9488
-13198996.5651,4039311.1382
-13199033.0538,4039317.0311
-13197538.923,4035043.1486
-13197374.0339,4034867.001
-13199602.6246,4039408.789
-13199508.3156,4039559.3028
-13199399.3047,4039541.2881
-13199267.2596,4039465.4869
-13199316.5269,4039366.9698
-13199302.4048,4039379.2433
-13199349.04,4039369.8222
-13199406.4791,4039348.8293
-13199376.2192,4039362.4471
-13199510.3847,4039214.1454
-13199463.2001,4039193.6611
-13199414.3203,4039195.5367
-13199353.5503,4039202.5224
-13199330.3622,4039260.0519
-13199264.8242,4039228.282
-13199189.7951,4039212.8315
-13199207.4378,4039260.778
-13199172.3676,4039295.0014
-13199118.052,4039303.5819
-13197547.2786,4034954.6613
-13197491.277,4034925.0063
-13197372.77,4034813.6382
-13196045.6948,4035829.0596
-13195976.9366,4035767.9223
-13207231.1611,4034112.9396
-13207131.3142,4034059.6867
-13207152.2622,4034034.2836
-13196449.8467,4035930.908
-13196463.9559,4035942.1602
-13196461.872,4035969.7312
-13196472.8226,4035990.9121
-13196528.7328,4035946.7072
-13207200.9407,4034048.8288
-13207229.0711,4034042.3644
-13207251.6649,4034038.5538
-13194503.3844,4033799.3642
-13194476.0431,4033807.5332
-13196667.7065,4034947.4207
-13196696.8641,4034919.5393
-13196715.6717,4034923.2441
-13196705.7984,4034934.1661
-13196665.5889,4035000.6738
-13196664.3461,4035024.0531
-13196689.0228,4035045.0338
-13196703.1892,4035030.2
-13196712.3175,4035011.0934
-13196619.1032,4035023.5995
-13198051.2287,4034147.8947
-13198648.3342,4034598.5779
-13198614.1555,4034616.3929
-13198606.1242,4034592.894
-13194456.3137,4033938.574
-13194394.8378,4034043.6841
-13206977.1945,4034012.4211
-13207058.1748,4034052.5405
-13207082.8723,4034099.3604
-13194422.9327,4033427.7979
-13205413.9652,4033811.1448
-13205380.8437,4033826.8715
-13205341.922,4033839.4732
-13205293.7795,4033863.1308
-13207191.5165,4034138.8836
-13206822.7586,4033903.8664
-13206886.1247,4033917.2543
-13206903.4602,4033919.3614
-13206953.1095,4033949.2149
-13206968.4,4033960.7676
-13207081.6055,4034024.751
-13206846.0595,4033913.6093
-13206918.8186,4033933.1314
-13206993.271,4033981.66
-13207058.5194,4034012.9826
-13207099.5079,4034061.1692
-13205263.5345,4033868.9698
-13207166.9353,4034133.2482
-13207141.0332,4034134.6605
-13196731.4343,4036594.8457
-13196691.1397,4036590.2733
-13196661.9903,4036604.0205
-13196622.6551,4036625.3369
-13196590.6336,4036647.8828
-13196563.4542,4036675.7096
-13196534.6817,4036699.8335
-13195870.1579,4036834.6575
-13195751.0314,4036719.3295
-13195728.5653,4036681.0861
-13195702.9172,4036668.3983
-13195661.8182,4036671.4789
-13195627.6625,4036670.6895
-13195595.2369,4036676.5793
-13195559.862,4036657.3941
-13195561.2711,4036619.4224
-13195610.9296,4036592.4671
-13195668.52,4036604.0469
-13195646.8987,4036593.4135
-13196720.4201,4036527.4206
-13196681.1888,4036530.9006
-13196653.6836,4036541.4514
-13196618.7757,4036546.8847
-13196598.7568,4036572.1575
-13196568.262,4036591.0045
-13196543.2897,4036618.176
-13196513.1207,4036635.889
-13205217.7313,4033892.6009
-13207125.7188,4034131.3084
-13207120.5917,4034153.4888
-13207105.9295,4034156.1318
-13196622.7132,4035056.8749
-13196630.4613,4035047.846
-13196640.3663,4035044.164
-13196565.6304,4035863.4436
-13196565.5227,4035833.9137
-13196564.1146,4035809.4231
-13196557.4961,4035780.1927
-13196552.4086,4035757.4641
-13196553.2786,4035734.0438
-13196549.5156,4035708.857
-13196544.9683,4035685.0201
-13196541.3147,4035659.7744
-13196536.5943,4035637.0775
-13196531.6592,4035611.0382
-13196527.4335,4035588.6551
-13196528.0747,4035566.0853
-13196508.6402,4035567.5687
-13195961.7447,4036924.3946
-13196063.2713,4037018.258
-13196114.5377,4037032.8148
-13196105.8006,4037113.7964
-13196058.0111,4037087.851
-13196003.1941,4037068.997
-13207081.0891,4034149.551
-13205400.8363,4033822.3715
-13205361.1704,4033832.3623
-13205313.8545,4033853.6534
-13206902.14,4034127.0094
-13206947.475,4034114.4849
-13206961.8237,4034118.291
-13206965.9093931,4034146.4564285
-13207002.2823,4034138.2485
-13207015.4797,4034100.9015
-13195953.6029,4035882.9235
-13195937.1084,4035836.1163
-13195900.9848,4035811.0399
-13195887.0565,4035780.5184
-13195868.9354,4035765.0622
-13195854.2393,4035748.9053
-13195835.0039,4035734.0886
-13196609.3254,4035034.9978
-13196591.3312,4035036.0607
-13196578.6876,4035049.8444
-13196577.0791,4035064.3969
-13196566.8645,4035077.8024
-13196593.1648,4035092.11
-13196609.1047,4035104.2262
-13196606.7072,4035068.7054
-13196636.4973,4035090.7455
-13196652.4679,4035072.7915
-13196655.8946,4035059.6056
-13196666.4139,4035052.5737
-13207027.4117,4034115.3716
-13206901.8565,4034105.9859
-13206904.9961,4034087.8677
-13206966.5434,4034064.5082
-13207058.9877,4034132.544
-13206894.9589,4034145.5663
-13206939.9197,4034060.0948
-13206982.8246,4034078.8516
-13206995.4291,4034095.3438
-13199260.1924,4039512.2544
-13199188.6404,4039506.5382
-13199139.1111,4039493.2297
-13199143.7054,4039457.3367
-13199131.295,4039418.1303
-13199123.7293,4039368.8246
-13199020.3387,4039382.4892
-13199067.4019,4039410.3134
-13199073.3793,4039474.1075
-13199275.6975,4039559.931
-13199233.4558,4039580.2621
-13199179.4507,4039571.1586
-13199118.6653,4039551.32
-13199074.2067,4039530.57
-13199004.8778,4039516.7245
-13198963.0361,4039507.3585
-13198917.6132,4039491.0788
-13198951.5419,4039446.6419
-13199008.5522,4039458.8089
-13198933.6391,4039386.6792
-13206672.5128,4036730.9605
-13206674.3829,4036710.7436
-13206674.3782,4036739.8818
-13206690.1348,4036340.5016
-13206754.0207,4036257.8328
-13206777.6689,4036268.3358
-13206794.057,4036251.5555
-13207221.0464,4034102.4439
-13207192.7727,4034088.9538
-13207162.6094,4034073.7272
-13207163.8978,4034174.2651
-13207145.2154,4034175.0265
-13207043.5331,4034126.699
-13205196.3671,4033891.4516
-13206721.6343,4036725.7163
-13206763.8446,4036714.2526
-13194560.729,4033776.846
-13194582.9966,4033783.3112
-13194581.5745,4033793.9808
-13194559.5874,4033796.4566
-13194552.5413,4033814.7166
-13194572.232,4033815.6307
-13194550.5075,4033830.7467
-13194571.2821,4033837.3359
-13194549.4164,4033856.0517
-13194532.6121,4033934.2648
-13197979.3384,4038117.4712
-13197973.1917,4038095.9201
-13197962.1199,4038078.3038
-13197952.5163,4038066.8637
-13198076.1986,4038289.3331
-13198061.7031,4038310.0203
-13198098.3248,4038335.6112
-13198120.1429,4038321.2543
-13198123.356,4038303.8078
-13198168.1888,4038318.0594
-13197705.7899,4034173.7307
-13205149.6138,4033899.77
-13205129.6484,4033893.5342
-13194675.3197,4034549.1272
-13194702.7395,4034552.3178
-13194693.6674,4034532.7653
-13194672.8787,4034521.9217
-13194683.3866,4034508.699
-13194698.1023,4034507.5462
-13194685.8473,4034490.3404
-13194703.1556,4034490.26
-13194685.1933,4034466.7947
-13194715.4443,4034460.2466
-13194698.2473,4034436.2341
-13199202.5449,4039013.2236
-13198996.3636,4039042.4289
-13205166.2347,4033899.7893
-13194433.478,4033360.1948
-13194413.1298,4033370.2738
-13194329.6219,4033322.2764
-13194321.4892,4033359.1759
-13196564.9464,4035985.1656
-13196617.7823,4036025.7144
-13196664.538,4036026.1901
-13196641.7865,4036057.6626
-13196653.9758,4036086.8654
-13196652.2007,4036124.9398
-13196652.5757,4036160.5537
-13194426.7179,4033463.0983
-13194427.6613,4033395.8023
-13194409.4989,4033409.6325
-13194393.4811,4033330.0372
-13194324.6731,4033341.2618
-13194321.4737,4033381.4587
-13199154.029,4039039.2622
-13199099.7623,4039063.8045
-13199053.327,4039071.8184
-13196492.7913,4036005.2476
-13196522.627,4036024.2735
-13196560.4546,4036040.8509
-13196585.7102,4036070.0005
-13196607.7392,4036099.0388
-13196611.967,4036123.8493
-13196591.377,4036113.6658
-13196595.0014,4036156.5608
-13196627.0321,4036186.4222
-13206719.1237,4037236.2828
-13195568.1813,4036295.868
-13195573.1869,4036241.2751
-13195617.2686,4036200.6399
-13197927.456,4038146.6971
-13197916.9578,4038123.7311
-13197906.5397,4038106.1108
-13197898.2962,4038085.7983
-13197997.6948,4038194.7401
-13197984.6809,4038209.675
-13197970.1028,4038219.9517
-13197950.8181,4038188.2404
-13198210.4106,4038306.6499
-13198222.6775,4038323.9137
-13198230.6243,4038343.1898
-13198175.0859,4038355.4784
-13198174.7044,4038336.3124
-13206754.585,4037353.8182
-13195648.1728,4035573.841
-13195626.3367,4035583.7431
-13195598.8546,4035582.7426
-13195572.5163,4035592.9471
-13195547.0304,4035603.0853
-13195532.1652,4035619.2052
-13195669.2606,4036168.767
-13195664.6418,4036201.0636
-13195704.7614,4036225.8022
-13195724.9925,4035426.2574
-13195735.6384,4035406.4037
-13195741.8755,4035380.4746
-13195766.6987,4035477.4909
-13195753.8983,4035508.6536
-13195771.3061,4035501.2907
-13195746.4057,4035533.2573
-13195737.065,4035561.2822
-13195750.2788,4035573.1212
-13195730.4338,4035591.3267
-13195731.1912,4035621.174
-13195753.2022,4035638.5011
-13195762.1506,4035664.2256
-13195778.1768,4035686.0267
-13195807.1153,4035671.3187
-13195798.0082,4035707.1633
-13195817.2691,4035721.2258
-13195671.6238,4035617.9047
-13195647.2149,4035627.4625
-13195625.608,4035636.7984
-13195601.9577,4035641.8943
-13195579.5674,4035641.5991
-13195563.7313,4035664.0021
-13195580.3308,4035682.0957
-13195595.6064,4035698.4409
-13195617.4517,4035715.699
-13197926.175,4038025.2922
-13197936.482,4038045.6551
-13197879.0788,4038059.9142
-13198027.1762,4038217.2052
-13198018.3449,4038234.5156
-13198002.8653,4038249.0873
-13198038.1869,4038278.2144
-13198133.8933,4038243.3888
-13198150.315,4038258.7643
-13198169.3248,4038271.578
-13194409.8455,4034287.0494
-13194406.5295,4034266.431
-13194412.9837,4034249.6363
-13194411.0707,4034234.9569
-13194406.5818,4034221.4912
-13194389.2212,4034230.1434
-13194489.0864,4034136.6056
-13194497.2085,4034090.8557
-13194515.832,4034099.1066
-13194503.7599,4034065.628
-13194508.9043,4034034.3771
-13194531.485,4034001.0412
-13194535.8961,4033892.7563
-13194305.3991,4034572.3314
-13194310.9186,4034554.2163
-13194322.9752,4034553.5957
-13194315.6039,4034540.7726
-13194326.7333,4034536.7243
-13204085.2437,4033778.4051
-13204094.5803,4033778.86
-13204109.6379,4033779.4491
-13204117.157,4033779.8652
-13204132.0241,4033780.8605
-13204139.7097,4033781.3519
-13204155.0646494,4033782.16369838
-13204164.140941,4033782.01815985
-13204175.7819707,4033782.77184985
-13204188.1816254,4033777.10299893
-13204200.564276,4033778.76051864
-13199130.0233,4039001.7228
-13199083.0422,4039014.1335
-13199037.7479,4039033.5754
-13198969.8493,4039170.9291
-13198506.5719,4034556.5664
-13198489.1285,4034555.8149
-13198461.9341,4034565.4776
-13198503.8336,4034593.7173
-13198515.2654,4034611.0127
-13198595.2376,4034573.4168
-13198591.1555,4034548.8847
-13198567.316,4034543.6234
-13198546.4641,4034542.8665
-13198525.0047,4034551.567
-13198545.5337,4034584.3373
-13198557.331,4034606.6676
-13198570.0128,4034641.5971
-13194282.1162,4034602.7805
-13194274.6916,4034537.5159
-13194497.698,4034220.9244
-13194471.631,4034218.7864
-13194476.0949,4034176.7585
-13194498.7781,4034182.6517
-13194479.9892,4034163.358
-13194482.0375,4034147.6047
-13194500.7759,4034148.7943
-13194493.8976,4034120.5751
-13194515.3234,4034111.9752
-13194496.481,4034105.7512
-13194497.0649,4034076.6018
-13194519.3724,4034077.6466
-13194504.5612,4034047.035
-13194510.6985,4034018.3238
-13194532.2466,4034024.7114
-13194521.8257,4033967.5504
-13194537.7852,4033974.8056
-13194544.3017,4033875.0174
-13194261.1999,4034563.0596
-13194277.2666,4034510.0984
-13194284.2961,4034487.2484
-13198050.4895,4034144.453
-13193368.9452,4033888.8031
-13193376.0423,4033845.5229
-13194530.7431,4034941.553
-13194625.0029,4034546.3569
-13194626.5389,4034527.6387
-13194626.1614,4034508.2227
-13194633.0946,4034491.0907
-13194617.7186,4034466.0707
-13194638.6156,4034455.4384
-13194601.7436,4034449.2855
-13194652.4876,4034399.8659
-13194645.3331,4034414.6421
-13194642.2167,4034434.1704
-13196312.3786,4036009.778
-13196280.2021,4036020.4625
-13196297.342,4036033.4918
-13196257.2441,4036006.0564
-13196236.1987,4036010.0045
-13196307.2845,4035948.2385
-13193352.0266,4033976.1803
-13193358.3175,4033946.4208
-13193383.2106,4033809.2104
-13199194.826,4038966.4509
-13199006.362,4039088.9015
-13206738.5892,4036750.354
-13209625.3978,4034196.8516
-13209623.672,4034177.6717
-13209653.166,4034158.9024
-13204100.5437,4034261.3841
-13204173.8892,4034314.1438
-13196282.6719,4035953.7484
-13208539.3254,4034061.551
-13208548.4215,4034118.1365
-13208374.5808,4034137.501
-13208359.3424,4034175.878
-13196251.1279,4035974.4364
-13204677.6381,4034360.5687
-13204892.0598,4034434.1809
-13196292.4687,4035913.2154
-13204255.9768,4034328.7706
-13209367.0147,4034138.0662
-13209345.8331,4034135.778
-13196286.6815,4035871.2979
-13196291.1692,4035839.6665
-13195551.8996,4036208.8486
-13195566.4011,4036162.4274
-13195531.3735,4036191.3142
-13195551.9844,4036144.3719
-13196264.6933,4035791.0521
-13196324.7095,4035754.9643
-13196305.2685,4035800.9945
-13196568.8096,4036131.2145
-13196539.6486,4036059.6847
-13196336.8704,4035733.6688
-13204136.5620278,4034289.82338713
-13204221.4325,4034320.6803
-13204206.0887,4034330.7892
-13204315.467,4034331.7099
-13204344.5372,4034329.393
-13204334.2837,4034296.4241
-13204382.1754,4034359.5586
-13204396.8516,4034350.3145
-13195511.5465,4035644.7223
-13195487.2101,4035656.6436
-13195442.3315,4035671.4797
-13195440.1731,4035697.6508
-13195435.8575,4035731.6046
-13195458.8507,4035765.9683
-13195449.7207,4035826.923
-13195481.1625,4035807.995
-13195471.6819,4035856.9166
-13209622.1775,4034155.7017
-13209550.0406,4034169.5541
-13209406.9616,4034144.741
-13209386.5318,4034139.9161
-13209265.2379,4034138.7826
-13196316.6127,4035779.8558
-13195624.8366,4036149.9528
-13195659.7858,4036138.837
-13195711.0915,4036182.5544
-13195716.359,4036142.8877
-13195635.5769,4036094.1927
-13195614.2315,4036103.8952
-13196340.4883,4035706.2034
-13206122.8038,4034590.9701
-13206130.8264,4034572.4515
-13206125.3974,4034479.4341
-13206157.7033,4034477.3937
-13196359.722,4035825.8266
-13196361.986,4035879.6196
-13206044.1259,4034651.1455
-13205934.9928,4034788.9939
-13205888.5908,4034867.195
-13206135.7699,4034536.3175
-13206357.9234,4034329.5471
-13196455.6733,4036036.9268
-13196400.7456,4036001.9638
-13196355.9025,4036022.296
-13196369.0752,4036045.4074
-13196581.1144,4035548.4299
-13196584.2673,4035571.3833
-13196585.4191,4035594.7499
-13196589.6145,4035621.6654
-13196597.7001,4035644.0103
-13196601.4233,4035665.2623
-13196602.6721,4035691.8219
-13196606.2349,4035716.9189
-13196611.5182,4035744.9764
-13196614.0371,4035765.726
-13196616.517,4035792.171
-13196627.3017,4035817.5702
-13196624.4261,4035841.1084
-13196622.7563,4035868.6876
-13196590.6134,4035523.1007
-13196351.461,4035623.8525
-13196346.7676,4035677.4777
-13196359.7275,4035596.3639
-13196527.0125,4035538.3738
-13196531.0735,4035513.2877
-13196540.1836,4035491.1056
-13196550.8666,4035466.6285
-13196560.4317,4035445.4036
-13196570.2937,4035423.6138
-13196578.6459,4035393.5673
-13196588.7574,4035380.8655
-13196596.5293,4035358.6392
-13196604.1475,4035336.7406
-13196552.9836,4036098.5631
-13196489.1363,4036051.5498
-13196510.1156,4036068.9797
-13196432.5089,4036019.8128
-13196378.9935,4035971.0214
-13196341.9226,4036003.5913
-13196330.9248,4035987.1454
-13196404.3506,4036058.5968
-13194292.5141,4034464.4394
-13194211.5577,4034676.1911
-13194217.4837,4034640.5443
-13194218.9246,4034602.503
-13194166.7265,4035061.8587
-13194152.7038,4035038.1263
-13194211.4075,4034957.3475
-13194192.4328,4034878.3106
-13194210.0688,4034802.2224
-13196373.4136,4035574.5869
-13196432.6684,4035597.9184
-13196316.7814,4035630.3807
-13196399.1367,4035516.7462
-13196395.4803,4035539.4628
-13196404.5867,4035966.3841
-13196427.4929,4035953.7205
-13209157.5677,4034051.3935
-13196401.7634,4035907.1852
-13196434.0315,4035557.1731
-13196345.2061,4035924.293
-13196372.5027,4035913.5952
-13196446.4906,4035570.9001
-13196481.9399,4035334.6083
-13195481.6842,4036133.524
-13195501.7079,4036182.1043
-13195451.2735,4036156.0827
-13195473.0984,4036191.5198
-13195405.2671,4036139.0699
-13195351.8671,4036189.3715
-13195338.7455,4036142.3522
-13195299.0806,4036140.1614
-13195270.9489,4036171.6551
-13196454.4196,4035331.5765
-13195458.4318,4035898.7021
-13195421.8133,4035872.9338
-13195404.8181,4035856.2166
-13195447.9691,4035941.9104
-13195426.8540655,4035988.08271841
-13195395.1396,4035988.6651
-13195392.2591,4036016.9707
-13195379.0197,4036049.8817
-13195440.708,4036050.8893
-13196639.649,4038918.542
-13196628.3401725,4038899.41177749
-13196596.2435,4038837.7328
-13196668.9535,4038985.8979
-13196697.6257,4039025.9719
-13196673.7129,4039008.895
-13196580.0232,4039022.8625
-13196601.8626,4039049.2794
-13196650.4529,4039085.2109
-13196666.6825,4039146.3698
-13196729.7637,4039165.1212
-13196820.3278,4039280.2811
-13196877.1155,4039229.4357
-13196959.977,4039317.5575
-13197023.7105,4039367.992
-13196496.2032,4038683.5459
-13196546.6659,4038780.1577
-13196781.9946,4039095.9212
-13196723.7395,4039055.9427
-13196783.0829,4039337.429
-13196762.0839,4039318.6537
-13196744.7957,4039298.4639
-13196857.7578,4039311.7001
-13196922.5735,4039271.3914
-13196974.26,4039331.1503
-13197048.7453,4039389.9755
-13196460.2422,4035375.0089
-13196408.7574,4035407.8859
-13196390.232,4035413.1756
-13196365.9716,4035422.8637
-13198119.8072,4038229.2084
-13198101.5604,4038219.3617
-13198087.0507,4038206.4484
-13198066.2518,4038193.4895
-13198049.327,4038176.9678
-13197798.0606,4038374.0753
-13197772.1508,4038367.7739
-13197790.7809,4038335.5401
-13197740.9149,4038357.4226
-13197888.4119,4038553.0176
-13197973.7799,4038616.6035
-13197989.475,4038625.5872
-13198010.0307,4038637.5931
-13196653.6877,4038936.8411
-13196617.7049,4038878.6246
-13196609.249,4038855.9381
-13196762.9574,4039175.2574
-13196744.238,4039068.929
-13196714.0981,4039354.0895
-13196692.8616,4039330.7788
-13196674.491,4039308.9804
-13196634.7037,4039357.3701
-13196840.6338,4039299.3282
-13196860.0688,4039214.9099
-13196935.2066,4039296.345
-13197064.9524,4039433.2072
-13197035.4448,4039446.8694
-13194068.7847,4034776.6956
-13194068.1376,4034931.36
-13194078.3924,4034948.6378
-13196534.0669,4038751.8373
-13196566.8804,4038799.0676
-13196575.2365,4038819.712
-13196752.8876,4039088.2745
-13196709.9279,4039036.7651
-13196624.9253,4039069.4477
-13196667.4816,4039110.3277
-13196710.0799,4039148.8327
-13196740.7155,4039203.8309
-13196740.1386,4039231.1021
-13196806.7468,4039265.2253
-13196897.3872,4039251.7482
-13196999.2011,4039346.5349
-13197021.6967,4039409.8161
-13197994.6581,4038138.1451
-13198018.3472,4038153.4062
-13198031.6398,4038163.2253
-13197789.7319,4038426.8525
-13197802.3854,4038469.5435
-13198054.4502,4038691.1804
-13198065.3691,4038674.4471
-13198043.8272,4038641.0317
-13198027.7117,4038666.4302
-13196434.2773,4035341.7246
-13196410.4535,4035351.3361
-13196391.0604,4035361.2042
-13196367.4291,4035370.8609
-13198552.4182,4034684.0259
-13198576.4511,4034673.3615
-13198640.3533,4034654.8601
-13198344.1414,4034518.4513
-13198305.8187,4034529.9184
-13198248.6301,4034529.9348
